model_origin,round,condition,scenario,original_execution_status,original_semantic_score_6,original_file,specification_file,structured_prompt_file,repaired_file,repair_model,repair_attempt,stateless,temperature,seed,num_ctx,num_predict,elapsed_seconds_client,prompt_eval_count,eval_count,total_duration_ns,prompt_eval_duration_ns,eval_duration_ns,done_reason,original_sha256,repair_prompt_sha256,raw_response_sha256,repaired_sha256,original_lines,repaired_lines,lines_added,lines_deleted,line_similarity_ratio,collection_status,collection_returncode,collection_seconds,execution_status_after_repair,execution_seconds_client,playwright_duration_ms,failure_message_after_repair,failure_class_after_repair,semantic_total_after_repair,semantic_classification_after_repair,successful_repair
gemini-3.6-flash,gemini_new_20,baseline,suite_produtos_visualizados_recentemente,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_gemini36flash_demowebshop20_20260727_01/suite_produtos_visualizados_recentemente.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_produtos_visualizados_recentemente.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/baseline/suite_produtos_visualizados_recentemente/suite_produtos_visualizados_recentemente.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,43.859,995,593,47254031500,7906695000,38830088000,stop,bb4a6074d6197a5b47fc7b94cf267350168a76c277304b30201aa90282f5bc73,3cc056fc92df07908c9cd63936d5df1c865bb0566ca96b4364d914090c030709,3b5f734878a75ca4a4c0d18671349e1a99c2b86ffb963d480800415b204b1ccb,66c47e93bad14db5eb90a8bbda9cdaba4d0f43f2e4137fc91ff3971a39730d81,61,60,3,4,0.9421,collected,0,2.01,failed,17.0,13595.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByRole('link', { name: 'Fiction' }).first()[22m
",locator_timeout,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,baseline,suite_visualizacao_livros_em_lista,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_gemini36flash_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_visualizacao_livros_em_lista.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/baseline/suite_visualizacao_livros_em_lista/suite_visualizacao_livros_em_lista.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,24.819,671,326,24834484900,4580285000,19780447000,stop,8b20301f2f8610a3599251c378f42f4f1d2ffd13adba418d16867360a0b103ba,c50e75c7a91d82acd387ca37adfdd4e0bef751b76fd3a15c3d2ddad5a0c27726,7338dc4ffede6a60258fc465c9fa2d95c059348aa367d0077601f141da0fadb6,5a34e032c40b15f595ec33320b565252bb9d9a87c371ae18d9fd6ade14edc230,32,36,5,1,0.9118,collected,0,1.987,failed,17.596,14278.0,"TimeoutError: locator.selectOption: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByLabel('View as')[22m
",locator_timeout,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_atualizar_quantidade_carrinho,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_atualizar_quantidade_carrinho.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_atualizar_quantidade_carrinho.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_atualizar_quantidade_carrinho.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_atualizar_quantidade_carrinho/suite_atualizar_quantidade_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,44.286,1898,446,48461015400,16808967000,31201569000,stop,8d2a9b4629429755a39d1d57e18f167696923ae410ec700f65cff051172c307e,a4bdf92f5a6a4cfc74b44765c820b69ef5085c7a24ccb33d8ceb4086b72b9eef,0b9609e290e66b6f0ebd8cd8045a7450657fa686aa65c781997362d861b6d6f6,52a647bf983ec2ae7637e2cbda92d62ec3056418ab7fce5716205698e4575da7,35,36,1,0,0.9859,collected,0,1.98,failed,18.765,15465.0,"TimeoutError: locator.fill: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('input.qty-input').first()[22m
",locator_timeout,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_comparar_produtos,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_comparar_produtos.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_comparar_produtos.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_comparar_produtos.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_comparar_produtos/suite_comparar_produtos.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,43.21,1889,420,46505209200,16547507000,29414233000,stop,9262ba99de6d02194fd954598b540a12a79095a9be7312177dc670f09da0cef7,f8cef8a1ae57cae14587ec45855840d8b1abfa535af332718e75d2bcaeda7c18,b989f6bde2a36c397da89bbc28dfb675f3a89a9959fd4af2944157de4b73c294,f70acdee30b52fa78fbee99fe73b8b05fdc346d3bad74eedca77798026ea5044,28,28,1,1,0.9643,collected,0,2.003,failed,20.482,17163.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByRole('button', { name: 'Clear list' })[22m
",locator_timeout,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_enquete_sem_resposta,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_enquete_sem_resposta.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_enquete_sem_resposta.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_enquete_sem_resposta.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_enquete_sem_resposta/suite_enquete_sem_resposta.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,27.21,1644,226,29260970700,13660349000,15079930000,stop,3de295df6db19ddff995028a4d272d54a12705a0701421d16c782415071ba72d,93e062ff383db1b68ea4afb235806eda09ff995b185d9cead900add293ebe031,e31e129dc547066a6d62a5f1924ce284609a377267308b83f528bd9f6cf3b9c1,db94257d97964a272d842210b69f78eea9f71552fce2687ee24efc80801b0287,17,18,2,1,0.9143,collected,0,1.97,failed,13.989,10739.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator:  locator('#block-poll-vote-error-1')
Expected: visible
Received: hidden
Timeout:  7000ms

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for locator('#block-poll-vote-error-1')[22m
[2m    17 × locator resolved to <div class=""poll-vote-error"" id=""block-poll-vote-error-1"">↵        </div>[22m
[2m       - unexpected value ""hidden""[22m
",assertion_failure,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_navegar_cartoes_presente,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_navegar_cartoes_presente.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_navegar_cartoes_presente.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_navegar_cartoes_presente.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_navegar_cartoes_presente/suite_navegar_cartoes_presente.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,31.32,1767,265,33808501800,14924248000,18374963000,stop,2a5ea4ae1234b812766b5d45ab9fe8de6c10c435aa9ff8cbf1ae8ebc42bff899,b367056b82ac694ef11afa0fdb779a499479e6daf6deda33d7bc30780e67e8f5,2597af47f12826fc851c68402565779800205fe2b7e46ce88b70a66ee9431f18,abdd71f164c112da6036a7d6cd4d59a483323bdf3fa94a27e7bc73cbe23e73c2,18,21,4,1,0.8718,collected,0,2.012,failed,14.142,10874.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoHaveCount[2m([22m[32mexpected[39m[2m)[22m failed

Locator:  locator('.product-item')
Expected: [32m1[39m
Received: [31m4[39m
Timeout:  7000ms

Call log:
[2m  - Expect ""toHaveCount"" with timeout 7000ms[22m
[2m  - waiting for locator('.product-item')[22m
[2m    18 × locator resolved to 4 elements[22m
[2m       - unexpected value ""4""[22m
",assertion_failure,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_navegar_sobre_nos,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_navegar_sobre_nos.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_navegar_sobre_nos.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_navegar_sobre_nos.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_navegar_sobre_nos/suite_navegar_sobre_nos.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,28.731,1587,200,30776811900,14870187000,15359921000,stop,2650fa12202a33da8693dc6e0e3bd2d5b876792fc1fb6ea2d1ff15345e885849,4cb20aab9c0b953b115b796d87e71096ac1594fbbe747be950e2ceb0d3d1d202,33ab281c243fba615bc5fa4ceb5b763eec78e811187a7d7c285b2b93999d993a,e79c29d2ec369c3dbd348e6aff0b98fe3c1bfb17e3134a359fd0e5764ec2f654,15,15,1,1,0.9333,collected,0,1.951,passed,7.237,3938.0,,passed,6,adequate,True
gemini-3.6-flash,gemini_new_20,structured_context,suite_ordenar_livros_por_preco,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_ordenar_livros_por_preco.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_ordenar_livros_por_preco.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_ordenar_livros_por_preco.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_ordenar_livros_por_preco/suite_ordenar_livros_por_preco.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,37.386,1710,354,40162917700,14308891000,25288430000,stop,97d965cec67aed936976857751998412e19fe31c11edd2737b37a3761eb91559,acf4655743dcf10927385f1e888340f6cddcaa8e02d4ba849bb96c74cba18304,4e26f32a1e125c9f8f49598bb74663f0068a3f5489c25b56d83d1e98b5fa887a,ae50b81fdb21665486cd63ff81285a5888c24bcf4c72f557c68e703b884a66ae,28,28,1,1,0.9643,collected,0,1.996,failed,17.54,14234.0,"TimeoutError: locator.selectOption: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#sortOrder')[22m
",locator_timeout,,not_reviewed_execution_failed,False
gemini-3.6-flash,gemini_new_20,structured_context,suite_persistencia_carrinho_apos_login,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_persistencia_carrinho_apos_login.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_persistencia_carrinho_apos_login.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_persistencia_carrinho_apos_login.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_persistencia_carrinho_apos_login/suite_persistencia_carrinho_apos_login.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,73.639,2220,703,79526915200,22946618000,56051371000,stop,6ae5dd3d5c8d762fa10d1d7e99909da130d9f355cc64bb44480877b09e92f3f2,0506c69f7d7d92c0a9d251c08f47ef92feb5107bce96c98da8a09fe4d23779c5,61fa12bc31a12b5f5421e5305fa6034e2ad2b5c6ebf1b30af907056d1bb850be,6ae5dd3d5c8d762fa10d1d7e99909da130d9f355cc64bb44480877b09e92f3f2,53,53,0,0,1.0,collected,0,2.016,passed,13.475,9980.0,,passed,6,adequate,True
gemini-3.6-flash,gemini_new_20,structured_context,suite_visualizacao_livros_em_lista,failed,6,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_gemini36flash_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_visualizacao_livros_em_lista.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_visualizacao_livros_em_lista.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gemini-3-6-flash/gemini_new_20/structured_context/suite_visualizacao_livros_em_lista/suite_visualizacao_livros_em_lista.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,30.319,1587,246,31957034800,14663154000,16686447000,stop,18960ddfd94ba5596d4569f3b6c13b7c96e67417fddcab6baab7210ba96e475f,ef8fb925529f7935c773c47a21bf00b1efba5870f7eb5ac6fedc638c72334d04,29f8edcd04ecde0d04ef873002cd70d0cb321d3b439dfc3eaa1764fc7c52a806,485809b0dcf21e151381f516cced2a095ec5231d30f06092ffd8f8fa3fc15f18,19,19,1,1,0.9474,collected,0,2.021,failed,17.706,14273.0,"TimeoutError: locator.selectOption: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#product-list').getByLabel('View as')[22m
",locator_timeout,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,baseline,suite_adicionar_carrinho,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/baseline/teste_adicionar_carrinho_baseline.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_adicionar_carrinho.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/baseline/suite_adicionar_carrinho/suite_adicionar_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,28.075,712,342,29562887100,5054325000,24023987000,stop,90c774a27a3ff2aa096e0930687cf22bc3c4dfecfdb1e65c029cd624862a86cb,2f61beb3cd61d33dea84b4e50fed8d907607316481d7f4a6c1f89b6d93d03f58,fd82c5c06564a2101367a2108afe5d6a6a3eee0c77b54d6b5f620079cd36ab5c,d6a82c1bdc8cebd25c77b61dc9fa58a13f7a9242ffd27f8146b6f171a1ad3e77,40,42,3,1,0.9512,collected,0,2.009,passed,8.804,5503.0,,passed,6,adequate,True
gpt-5.6-sol,gpt_original_12,baseline,suite_adicionar_wishlist,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/baseline/teste_wishlist_baseline.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_adicionar_wishlist.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/baseline/suite_adicionar_wishlist/suite_adicionar_wishlist.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,37.243,823,434,39543373500,8338596000,30732687000,stop,60a3bec10b407a39fd14ec1abebae345f737ca85d2ca1d045c84a67e97a00dbf,a46b3459b000847b5cd898bd5365a88c25a743c511b84d2984eef57c4eb2f6cd,afbfae6c64e9546290e298f503bde6b12befa490d67a9269ef4a5a21d15bcec0,c9afed4de00347d19e2b795db6367f2f2806b2251d7fb592b5e085b719e847c5,57,57,1,1,0.9825,collected,0,1.996,failed,18.129,14818.0,"TimeoutError: locator.fill: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByRole('textbox', { name: 'Search store' })[22m
",locator_timeout,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,baseline,suite_checkout_blue_jeans,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/baseline/teste_checkout_blue_jeans_baseline.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_checkout_blue_jeans.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/baseline/suite_checkout_blue_jeans/suite_checkout_blue_jeans.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,124.281,1828,1421,135663490100,20454137000,114732092000,stop,4f7898bba7db70a61277f7796ffb88ea47f28610fbc25e65629489bc54f92931,b8bb05270c559648e0c2511f8751bf9dd03b9f8b4f55739d4bcc6f12a457e35e,8d151895568f2d39d5844e67efde6f89b4d4155d84a7e7945b3b6e1c0664df0a,efdfa23fe8be77a1e707442a7e22b6cb100acbdada885c232f29faa921c12bcf,206,212,12,6,0.9569,collected,0,2.078,failed,22.132,18858.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#shipping-buttons-container input')[22m
[2m    - locator resolved to <input type=""button"" title=""Continue"" value=""Continue"" onclick=""Shipping.save()"" class=""button-1 new-address-next-step-button""/>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not visible[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not visible[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    19 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not visible[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
",locator_timeout,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,baseline,suite_configurar_desktop,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/baseline/teste_configurar_desktop_baseline.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_configurar_desktop.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/baseline/suite_configurar_desktop/suite_configurar_desktop.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,42.18,946,478,45458108700,9611164000,35192848000,stop,fd29594e56665b6df6f1da85df45a1f0e366243c20add433d1bbcec6e2c5b3ff,963cf93d664e003e09f28b4b472a59750f1ef93bb78e571e80c33d17b4ba6a3e,abd293c4d685616469c0abb0edeb89a6c81e905978e6fb47efd3787ad81d6bf5,7da0b54a8d3178f43d7cc2e4296037d08936f073d971cff7c8c83e4abdf6bfac,75,69,8,14,0.8472,collected,0,2.032,failed,7.162,3707.0,"Error: locator.click: Error: strict mode violation: getByRole('link', { name: 'Computers' }) resolved to 2 elements:
    1) <a href=""/computers"">Computers↵        </a> aka getByRole('link', { name: 'Computers' }).first()
    2) <a href=""/computers"">Computers↵        </a> aka getByRole('link', { name: 'Computers' }).nth(1)

Call log:
[2m  - waiting for getByRole('link', { name: 'Computers' })[22m
",selector_ambiguity,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,baseline,suite_limpar_wishlist,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/baseline/teste_limpar_wishlist_baseline.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_limpar_wishlist.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/baseline/suite_limpar_wishlist/suite_limpar_wishlist.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,51.317,979,606,55548509900,9933548000,45106002000,stop,dd80addba5aecd661e38ef2c46957f9cf847965aa7705778a65f26de475fc58b,e90eeb2a30ece10f4c0e31fa6c9ed2437742ea74087e49a0a144fc87599e471d,a32486ea529d6010b41cf98b9eae7ca5357a34758226f78b7af4adf5546a269e,dd80addba5aecd661e38ef2c46957f9cf847965aa7705778a65f26de475fc58b,93,93,0,0,1.0,collected,0,1.984,failed,13.163,9727.0,"Error: locator.click: Error: strict mode violation: locator('input[value=""Add to wishlist""]') resolved to 2 elements:
    1) <input type=""button"" data-productid=""18"" value=""Add to wishlist"" id=""add-to-wishlist-button-18"" class=""button-2 add-to-wishlist-button"" onclick=""AjaxCart.addproducttocart_details('/addproducttocart/details/18/2', '#product-details-form');return false;""/> aka locator('#add-to-wishlist-button-18')
    2) <input type=""button"" data-productid=""19"" value=""Add to wishlist"" id=""add-to-wishlist-button-19"" class=""button-2 add-to-wishlist-button"" onclick=""AjaxCart.addproducttocart_details('/addproducttocart/details/19/2', '#product-details-form');return false;""/> aka locator('#add-to-wishlist-button-19')

Call log:
[2m  - waiting for locator('input[value=""Add to wishlist""]')[22m
",selector_ambiguity,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,structured_context,suite_adicionar_wishlist,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/structured_context/teste_wishlist_estruturado.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_adicionar_wishlist.txt,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_prompts/suite_adicionar_wishlist.structured_context.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/structured_context/suite_adicionar_wishlist/suite_adicionar_wishlist.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,65.208,2073,585,70188806800,23132925000,46549386000,stop,db85ec61fcd8f57928c668b05588b351e231a0143c8c8505a3f410b9e8698cce,72df15fbc3a468ab1c2bb5a5c8e956d1b19891033aa5ad215369682b8a58fd9a,98657ce0c9a5d07aeb8511b1f225bcf19daafd7ea54ecbc300bc81fba9b053bb,e86b464b215b9ac6c45a3a99dccbd563cb3ab6e119cc57d9a74ba89d9b11500d,83,77,3,9,0.925,collected,0,2.017,failed,17.625,14321.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator: locator('.product-item-name').filter({ has: getByText('Digital SLR Camera 12.2 Mpixel') })
Expected: visible
Timeout: 7000ms
Error: element(s) not found

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for locator('.product-item-name').filter({ has: getByText('Digital SLR Camera 12.2 Mpixel') })[22m
",assertion_failure,,not_reviewed_execution_failed,False
gpt-5.6-sol,gpt_original_12,structured_context,suite_checkout_blue_jeans,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/archive_before_qwen25coder_gpu_20260724_01/structured_context/teste_checkout_blue_jeans_estruturado.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_checkout_blue_jeans.txt,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_prompts/suite_checkout_blue_jeans.structured_context.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/gpt-5-6-sol/gpt_original_12/structured_context/suite_checkout_blue_jeans/suite_checkout_blue_jeans.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,135.867,2950,1359,147342697100,34007432000,112717317000,stop,f2b254108913bb6750b848eb4b9bf55c6185fcd401039c0c0a5fe182e8c0e6a8,a1bb30b08d7098693bb3c85e90e0bbd203e8a956392d580e6284c87928624c2c,54366c257ae195008a4fbb5084932012172c25d271c7cefb710255458b765d50,802613a2bdbdda303106e120fc14300cecdecb776068b06769394256dba42439,199,199,1,1,0.995,collected,0,2.121,failed,19.458,15917.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator:  locator('#shipping-buttons-container')
Expected: visible
Received: hidden
Timeout:  7000ms

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for locator('#shipping-buttons-container')[22m
[2m    17 × locator resolved to <div class=""buttons"" id=""shipping-buttons-container"">…</div>[22m
[2m       - unexpected value ""hidden""[22m
",assertion_failure,,not_reviewed_execution_failed,False
